read_id	exon_left	exon_left_len	exon_left_start_pos_align	exon_left_end_pos_align	exon_left_read_end_pos_align	exon_right	exon_right_len	exon_right_start_pos_align	exon_right_end_pos_align	read_count	exon_comb_short_rc	exon_right_read_start_pos_align	exon_comb_type	exon_left_miss	exon_right_miss	exon_join	exon_order	gap	exon_exon_gap_corrected
read_00006	17	147	62	147	397	18	102	1	95	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00007	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00007	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00007	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00007	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00007	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00008	1	57	3	54	52	2	168	2	168	3	1-3,17-18	57	1	3	1	1-2	1	4	4
read_00008	2	168	2	168	223	3	130	1	89	3	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00008	3	130	1	89	312	17	147	62	147	3	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00008	17	147	62	147	395	18	102	1	102	3	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00009	1	57	3	57	55	17	147	38	147	1	1,17-18	61	0	0	37	1-17	1	5	5
read_00009	17	147	38	147	170	18	102	1	102	1	1,17-18	171	1	0	0	17-18	2	0	0
read_00010	1	57	1	57	57	2	168	1	168	1	1-5,16-18	58	1	0	0	1-2	1	0	0
read_00010	2	168	1	168	225	3	130	1	130	1	1-5,16-18	226	1	0	0	2-3	2	0	0
read_00010	3	130	1	130	355	4	113	1	113	1	1-5,16-18	356	1	0	0	3-4	3	0	0
read_00010	4	113	1	113	468	5	194	1	99	1	1-5,16-18	469	1	0	0	4-5	4	0	0
read_00010	5	194	1	99	567	16	101	64	94	1	1-5,16-18	567	0	95	63	5-16	5	-1	0
read_00010	16	101	64	94	597	17	147	1	147	1	1-5,16-18	602	1	7	0	16-17	6	4	4
read_00010	17	147	1	147	748	18	102	1	102	1	1-5,16-18	749	1	0	0	17-18	7	0	0
read_00011	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00011	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00011	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00011	17	147	62	147	397	18	102	1	99	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00012	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00012	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00012	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00012	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00012	17	147	1	147	453	18	102	1	97	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00013	1	57	1	57	57	2	168	2	168	268	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00013	2	168	2	168	225	3	130	1	89	268	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00013	3	130	1	89	314	17	147	62	147	268	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00013	17	147	62	147	397	18	102	1	102	268	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00014	1	57	4	57	54	17	147	38	147	1	1,17-18	60	0	0	37	1-17	1	5	5
read_00014	17	147	38	147	169	18	102	1	102	1	1,17-18	170	1	0	0	17-18	2	0	0
read_00015	1	57	2	57	56	2	168	2	168	1	1-3,17-18	58	1	0	1	1-2	1	1	1
read_00015	2	168	2	168	223	3	130	1	89	1	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00015	3	130	1	89	312	17	147	62	147	1	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00015	17	147	62	147	395	18	102	1	98	1	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00016	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00016	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00016	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00016	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00016	17	147	1	147	452	18	102	1	97	1	1-3,16-18	453	1	0	0	17-18	5	0	0
read_00017	1	57	1	57	57	2	168	1	168	32	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00017	2	168	1	168	225	3	130	1	26	32	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00017	3	130	1	26	251	16	101	45	101	32	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00017	16	101	45	101	306	17	147	1	147	32	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00017	17	147	1	147	453	18	102	1	99	32	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00018	1	57	1	57	57	2	168	1	79	1	1-2,18	58	1	0	0	1-2	1	0	0
read_00018	2	168	1	79	136	18	102	13	97	1	1-2,18	137	0	89	12	2-18	2	0	0
read_00019	1	57	1	54	54	2	168	2	168	3	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00019	2	168	2	168	225	3	130	1	89	3	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00019	3	130	1	89	314	17	147	62	147	3	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00019	17	147	62	147	397	18	102	1	97	3	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00020	1	57	1	57	57	2	168	1	168	1	1-5,16-18	58	1	0	0	1-2	1	0	0
read_00020	2	168	1	168	225	3	130	1	130	1	1-5,16-18	226	1	0	0	2-3	2	0	0
read_00020	3	130	1	130	355	4	113	1	113	1	1-5,16-18	356	1	0	0	3-4	3	0	0
read_00020	4	113	1	113	468	5	194	1	99	1	1-5,16-18	469	1	0	0	4-5	4	0	0
read_00020	5	194	1	99	567	16	101	64	101	1	1-5,16-18	567	0	95	63	5-16	5	-1	0
read_00020	16	101	64	101	604	17	147	1	147	1	1-5,16-18	605	1	0	0	16-17	6	0	0
read_00020	17	147	1	147	751	18	102	1	102	1	1-5,16-18	752	1	0	0	17-18	7	0	0
read_00021	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00021	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00021	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00021	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00021	17	147	1	147	453	18	102	1	97	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00022	1	57	5	57	53	2	168	1	168	1	1-2,16-18	54	1	0	0	1-2	1	0	0
read_00022	2	168	1	168	221	16	101	45	101	1	1-2,16-18	246	0	0	44	2-16	2	24	24
read_00022	16	101	45	101	302	17	147	1	147	1	1-2,16-18	303	1	0	0	16-17	3	0	0
read_00022	17	147	1	147	449	18	102	1	99	1	1-2,16-18	450	1	0	0	17-18	4	0	0
read_00024	1	57	1	57	57	17	147	38	147	1	1,17-18	63	0	0	37	1-17	1	5	5
read_00024	17	147	38	147	172	18	102	1	102	1	1,17-18	173	1	0	0	17-18	2	0	0
read_00026	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00026	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00026	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00026	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00026	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00027	1	57	1	57	57	2	168	1	168	4	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00027	2	168	1	168	225	3	130	1	26	4	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00027	3	130	1	26	251	16	101	45	101	4	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00027	16	101	45	101	306	17	147	1	147	4	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00027	17	147	1	147	453	18	102	1	101	4	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00028	1	57	1	54	54	2	168	2	168	1	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00028	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00028	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00028	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00029	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00029	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00029	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00029	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00029	17	147	1	147	453	18	102	1	100	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00030	1	57	1	54	54	2	168	2	168	1	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00030	2	168	2	168	223	3	130	1	89	1	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00030	3	130	1	89	312	17	147	62	147	1	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00030	17	147	62	147	396	18	102	1	99	1	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00031	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00031	2	168	1	168	223	3	130	1	26	1	1-3,16-18	224	1	0	0	2-3	2	0	0
read_00031	3	130	1	26	249	16	101	45	101	1	1-3,16-18	248	0	104	44	3-16	3	-2	0
read_00031	16	101	45	101	304	17	147	1	147	1	1-3,16-18	305	1	0	0	16-17	4	0	0
read_00031	17	147	1	147	451	18	102	1	102	1	1-3,16-18	452	1	0	0	17-18	5	0	0
read_00032	1	57	1	57	57	2	168	1	168	4	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00032	2	168	1	168	225	3	130	1	26	4	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00032	3	130	1	26	251	16	101	45	101	4	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00032	16	101	45	101	306	17	147	1	147	4	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00032	17	147	1	147	450	18	102	1	102	4	1-3,16-18	451	1	0	0	17-18	5	0	0
read_00033	1	57	1	57	57	2	168	2	168	7	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00033	2	168	2	168	225	3	130	1	89	7	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00033	3	130	1	89	314	17	147	62	147	7	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00033	17	147	62	147	397	18	102	1	101	7	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00034	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00034	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00034	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00034	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00034	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00035	1	57	1	54	54	2	168	2	168	1	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00035	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00035	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00035	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00036	1	57	2	57	56	2	168	1	168	1	1-3,16-18	57	1	0	0	1-2	1	0	0
read_00036	2	168	1	168	224	3	130	1	26	1	1-3,16-18	225	1	0	0	2-3	2	0	0
read_00036	3	130	1	26	250	16	101	45	101	1	1-3,16-18	249	0	104	44	3-16	3	-2	0
read_00036	16	101	45	101	305	17	147	1	147	1	1-3,16-18	306	1	0	0	16-17	4	0	0
read_00036	17	147	1	147	452	18	102	1	102	1	1-3,16-18	453	1	0	0	17-18	5	0	0
read_00037	1	57	3	57	55	2	168	2	168	1	1-3,17-18	57	1	0	1	1-2	1	1	1
read_00037	2	168	2	168	223	3	130	1	89	1	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00037	3	130	1	89	312	17	147	62	147	1	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00037	17	147	62	147	395	18	102	1	97	1	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00038	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00038	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00038	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00038	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00038	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00039	1	57	1	57	57	17	147	38	147	1	1,17-18	63	0	0	37	1-17	1	5	5
read_00039	17	147	38	147	172	18	102	1	101	1	1,17-18	173	1	0	0	17-18	2	0	0
read_00040	1	57	1	57	57	2	168	1	79	1	1-2,18	58	1	0	0	1-2	1	0	0
read_00040	2	168	1	79	136	18	102	13	102	1	1-2,18	137	0	89	12	2-18	2	0	0
read_00041	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00041	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00041	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00041	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00041	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00042	1	57	3	54	52	2	168	2	168	1	1-3,17-18	57	1	3	1	1-2	1	4	4
read_00042	2	168	2	168	223	3	130	1	89	1	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00042	3	130	1	89	312	17	147	62	147	1	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00042	17	147	62	147	395	18	102	1	102	1	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00043	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00043	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00043	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00043	17	147	62	147	397	18	102	1	99	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00044	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00044	2	168	2	168	223	3	130	1	89	1	1-3,17-18	224	1	0	0	2-3	2	0	0
read_00044	3	130	1	89	312	17	147	62	147	1	1-3,17-18	310	0	41	61	3-17	3	-3	0
read_00044	17	147	62	147	395	18	102	1	97	1	1-3,17-18	396	1	0	0	17-18	4	0	0
read_00045	1	57	1	57	57	1	57	1	57	1	1-2,18,1-3,16-18	227	0	0	0	1-1	1	169	169
read_00045	1	57	1	57	283	2	168	1	79	1	1-2,18,1-3,16-18	58	1	0	0	1-2	2	-226	0
read_00045	2	168	1	79	136	2	168	1	168	1	1-2,18,1-3,16-18	284	0	89	0	2-2	3	147	147
read_00045	2	168	1	168	451	3	130	1	26	1	1-2,18,1-3,16-18	452	1	0	0	2-3	4	0	0
read_00045	3	130	1	26	477	16	101	45	101	1	1-2,18,1-3,16-18	476	0	104	44	3-16	5	-2	0
read_00045	16	101	45	101	532	17	147	1	147	1	1-2,18,1-3,16-18	533	1	0	0	16-17	6	0	0
read_00045	17	147	1	147	679	18	102	13	102	1	1-2,18,1-3,16-18	137	1	0	12	17-18	7	-543	0
read_00045	18	102	13	102	226	18	102	1	102	1	1-2,18,1-3,16-18	680	0	0	0	18-18	8	453	453
read_00046	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00046	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00046	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00046	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00046	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00047	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00047	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00047	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00047	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00047	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00048	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00048	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00048	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00048	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00049	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00049	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00049	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00049	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00049	17	147	1	147	453	18	102	1	97	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00050	1	57	1	54	54	2	168	2	168	2	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00050	2	168	2	168	225	3	130	1	89	2	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00050	3	130	1	89	314	17	147	62	147	2	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00050	17	147	62	147	397	18	102	1	101	2	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00051	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00051	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00051	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00051	17	147	62	147	397	18	102	1	102	1	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00052	1	57	2	57	56	17	147	38	147	1	1,17-18	62	0	0	37	1-17	1	5	5
read_00052	17	147	38	147	171	18	102	1	99	1	1,17-18	172	1	0	0	17-18	2	0	0
read_00053	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00053	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00053	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00053	16	101	45	101	307	17	147	1	147	1	1-3,16-18	308	1	0	0	16-17	4	0	0
read_00053	17	147	1	147	454	18	102	1	102	1	1-3,16-18	455	1	0	0	17-18	5	0	0
read_00054	1	57	3	54	53	2	168	2	168	1	1-3,17-18	58	1	3	1	1-2	1	4	4
read_00054	2	168	2	168	224	3	130	1	89	1	1-3,17-18	225	1	0	0	2-3	2	0	0
read_00054	3	130	1	89	313	17	147	62	147	1	1-3,17-18	311	0	41	61	3-17	3	-3	0
read_00054	17	147	62	147	396	18	102	1	102	1	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00055	1	57	1	57	57	2	168	1	79	1	1-2,18	58	1	0	0	1-2	1	0	0
read_00055	2	168	1	79	136	18	102	13	99	1	1-2,18	137	0	89	12	2-18	2	0	0
read_00056	1	57	3	57	56	2	168	2	168	1	1-3,17-18	58	1	0	1	1-2	1	1	1
read_00056	2	168	2	168	224	3	130	1	89	1	1-3,17-18	225	1	0	0	2-3	2	0	0
read_00056	3	130	1	89	313	17	147	62	147	1	1-3,17-18	311	0	41	61	3-17	3	-3	0
read_00056	17	147	62	147	396	18	102	1	99	1	1-3,17-18	397	1	0	0	17-18	4	0	0
read_00057	1	57	1	57	57	1	57	1	57	1	1-3,17-18,1-3,17-18	500	0	0	0	1-1	1	442	442
read_00057	1	57	1	57	556	2	168	2	168	1	1-3,17-18,1-3,17-18	59	1	0	1	1-2	2	-498	0
read_00057	2	168	2	168	225	2	168	2	168	1	1-3,17-18,1-3,17-18	558	0	0	1	2-2	3	332	332
read_00057	2	168	2	168	724	3	130	1	89	1	1-3,17-18,1-3,17-18	226	1	0	0	2-3	4	-499	0
read_00057	3	130	1	89	314	3	130	1	89	1	1-3,17-18,1-3,17-18	725	0	41	0	3-3	5	410	410
read_00057	3	130	1	89	813	17	147	62	147	1	1-3,17-18,1-3,17-18	312	0	41	61	3-17	6	-502	0
read_00057	17	147	62	147	397	17	147	62	147	1	1-3,17-18,1-3,17-18	811	0	0	61	17-17	7	413	413
read_00057	17	147	62	147	896	18	102	1	102	1	1-3,17-18,1-3,17-18	398	1	0	0	17-18	8	-499	0
read_00057	18	102	1	102	499	18	102	1	102	1	1-3,17-18,1-3,17-18	897	0	0	0	18-18	9	397	397
read_00058	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00058	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00058	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00058	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00058	17	147	1	147	453	18	102	1	99	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00059	1	57	1	57	57	17	147	38	147	1	1,17-18	63	0	0	37	1-17	1	5	5
read_00059	17	147	38	147	172	18	102	1	102	1	1,17-18	173	1	0	0	17-18	2	0	0
read_00060	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00060	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00060	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00060	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00060	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00061	1	57	1	54	54	2	168	2	168	3	1-3,17-18	59	1	3	1	1-2	1	4	4
read_00061	2	168	2	168	225	3	130	1	89	3	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00061	3	130	1	89	314	17	147	62	147	3	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00061	17	147	62	147	397	18	102	1	97	3	1-3,17-18	398	1	0	0	17-18	4	0	0
read_00063	1	57	1	57	57	1	57	1	57	1	1-3,17-18,1-3,16-18	500	0	0	0	1-1	1	442	442
read_00063	1	57	1	57	556	2	168	2	168	1	1-3,17-18,1-3,16-18	59	1	0	1	1-2	2	-498	0
read_00063	2	168	2	168	225	2	168	1	168	1	1-3,17-18,1-3,16-18	557	0	0	0	2-2	3	331	331
read_00063	2	168	1	168	724	3	130	1	89	1	1-3,17-18,1-3,16-18	226	1	0	0	2-3	4	-499	0
read_00063	3	130	1	89	314	3	130	1	26	1	1-3,17-18,1-3,16-18	725	0	41	0	3-3	5	410	410
read_00063	3	130	1	26	750	16	101	45	101	1	1-3,17-18,1-3,16-18	749	0	104	44	3-16	6	-2	0
read_00063	16	101	45	101	805	17	147	62	147	1	1-3,17-18,1-3,16-18	312	1	0	61	16-17	7	-494	0
read_00063	17	147	62	147	397	17	147	1	147	1	1-3,17-18,1-3,16-18	806	0	0	0	17-17	8	408	408
read_00063	17	147	1	147	952	18	102	1	102	1	1-3,17-18,1-3,16-18	398	1	0	0	17-18	9	-555	0
read_00063	18	102	1	102	499	18	102	1	99	1	1-3,17-18,1-3,16-18	953	0	0	0	18-18	10	453	453
read_00064	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00064	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00064	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00064	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00064	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00065	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00065	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00065	3	130	1	89	316	17	147	62	147	1	1-3,17-18	314	0	41	61	3-17	3	-3	0
read_00065	17	147	62	147	399	18	102	1	99	1	1-3,17-18	400	1	0	0	17-18	4	0	0
read_00066	1	57	1	57	57	2	168	1	168	1	1-3,16-18	58	1	0	0	1-2	1	0	0
read_00066	2	168	1	168	225	3	130	1	26	1	1-3,16-18	226	1	0	0	2-3	2	0	0
read_00066	3	130	1	26	251	16	101	45	101	1	1-3,16-18	250	0	104	44	3-16	3	-2	0
read_00066	16	101	45	101	306	17	147	1	147	1	1-3,16-18	307	1	0	0	16-17	4	0	0
read_00066	17	147	1	147	453	18	102	1	102	1	1-3,16-18	454	1	0	0	17-18	5	0	0
read_00067	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00067	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00067	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00067	17	147	62	147	398	18	102	1	102	1	1-3,17-18	399	1	0	0	17-18	4	0	0
read_00068	1	57	1	57	57	2	168	2	168	1	1-3,17-18	59	1	0	1	1-2	1	1	1
read_00068	2	168	2	168	225	3	130	1	89	1	1-3,17-18	226	1	0	0	2-3	2	0	0
read_00068	3	130	1	89	314	17	147	62	147	1	1-3,17-18	312	0	41	61	3-17	3	-3	0
read_00068	17	147	62	147	398	18	102	1	102	1	1-3,17-18	399	1	0	0	17-18	4	0	0
read_00069	1	57	4	57	54	2	168	1	168	1	1-3,16-18	55	1	0	0	1-2	1	0	0
read_00069	2	168	1	168	222	3	130	1	26	1	1-3,16-18	223	1	0	0	2-3	2	0	0
read_00069	3	130	1	26	248	16	101	45	94	1	1-3,16-18	247	0	104	44	3-16	3	-2	0
read_00069	16	101	45	94	296	17	147	1	147	1	1-3,16-18	301	1	7	0	16-17	4	4	4
